protected,verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days
0,1,1,108878036,245,11778,0,9,0,0,10,0,1,0,0,0,1,4978
0,1,1,113825417,281733,31332,0,12,0,0,13,0,1,0,0,0,1,4942
0,1,1,91736362,0,742,0,13,0,0,12,0,1,0,0,0,1,5054
0,1,1,107130421,982,10656,0,7,0,0,7,0,1,0,0,0,1,4754
0,1,1,84952188,117031,9954,0,8,0,0,9,0,1,1,0,1,1,5309
0,1,1,62857419,337,4377,0,11,0,0,17,0,1,0,0,0,1,4945
0,1,1,77112602,26044,24328,0,12,0,1,15,0,1,2,0,0,1,5168
0,1,1,56143731,360670,5641,0,13,0,0,17,0,1,1,1,0,0,5129
0,1,1,104597302,62,3829,0,9,0,1,17,0,1,0,0,1,1,4499
0,1,1,74103428,122,36001,0,13,0,1,14,0,1,3,0,0,1,4951
0,1,1,53326579,232,7957,0,7,0,0,7,0,1,0,0,1,1,4875
0,1,1,66465754,1083,5484,0,11,0,0,12,0,1,0,0,1,1,4961
0,1,1,45517341,1872,18020,0,3,0,1,3,0,0,0,1,0,1,4729
0,1,1,54077391,1,17808,0,8,0,0,11,0,1,0,0,0,1,4981
0,1,1,51305579,10992,14369,0,11,0,0,12,0,1,0,0,0,1,5195
0,1,1,43152538,317,13649,0,5,0,1,13,0,1,0,0,0,1,5006
0,1,1,31603989,470,8261,0,4,0,1,4,1,1,0,0,0,1,4935
0,1,1,39860152,600,1816,0,5,0,1,6,0,1,0,0,0,0,4942
0,1,1,38379120,1807,5687,0,12,1,1,13,0,1,0,0,0,1,4430
0,1,1,31039274,3355,9747,0,12,0,0,13,0,1,0,1,1,1,4362
0,1,1,61013530,506,4125,0,9,0,1,10,0,1,0,0,0,1,4854
0,1,1,52419662,184,8742,0,9,0,1,12,0,1,0,1,1,1,4964
0,1,1,35109538,55,2513,0,10,0,1,17,0,1,0,0,1,1,4611
0,1,1,43182309,91,4988,0,9,0,1,10,0,1,0,0,0,1,4666
0,1,1,29393912,231,5309,0,4,0,1,4,0,1,0,0,0,1,4820
0,1,1,27646968,1,375,0,5,0,1,5,0,1,0,0,1,1,4422
0,1,1,41138254,5737,18412,0,13,0,1,11,0,1,0,0,0,1,4649
0,1,1,46760508,69,12113,0,10,0,1,11,0,1,0,0,0,1,4222
0,1,1,30082906,778,11209,0,10,0,0,11,0,1,1,0,0,1,4914
0,1,1,37642926,563,42145,0,14,0,1,10,0,1,0,0,0,1,4963
0,1,1,36757521,887,50734,0,10,0,0,11,0,1,0,0,0,1,4991
0,1,1,25003872,2299,8775,0,7,0,0,7,0,1,0,0,0,1,4923
0,0,1,7093,0,0,0,15,1,1,4,0,1,0,0,0,1,2250
0,1,1,35965895,3457,7716,0,15,1,1,15,0,1,1,0,0,1,4734
0,1,1,27209015,6328,44664,0,10,0,1,11,0,1,0,1,0,1,4912
0,1,1,58986302,625,42291,0,8,0,0,9,0,1,0,0,0,1,4491
0,1,1,22801416,0,1234,0,6,0,1,16,0,1,0,0,0,1,4965
0,1,1,20617221,146,4580,0,12,0,1,13,0,1,0,0,0,0,4773
0,1,1,25387162,166,3259,0,11,0,1,19,0,1,0,0,0,1,4709
0,1,1,24049513,123,38,0,10,0,0,11,0,0,0,0,1,0,4950
0,1,1,20088911,475,6580,0,11,0,0,12,0,1,1,0,1,1,4958
0,1,1,28504537,1,5301,0,11,0,1,13,0,1,0,0,0,1,4615
0,1,1,48113503,1797,69521,0,10,0,1,16,0,1,0,0,0,1,4526
0,1,1,17061730,771,10720,0,6,0,0,14,0,0,0,0,0,1,5013
0,1,1,30479180,235,67809,0,15,0,0,5,0,1,0,0,0,1,4921
0,1,1,26849503,67,14483,0,15,0,0,19,0,1,0,0,0,1,4960
0,1,1,30938894,1938,3692,0,9,0,0,4,0,0,0,0,0,1,4443
0,1,1,42872344,74,58342,0,6,0,0,14,0,1,0,0,0,1,4662
0,1,1,23756058,779,9488,0,8,0,0,8,0,1,0,0,0,1,5018
0,1,1,21867713,188,10812,0,11,0,1,12,0,1,0,0,0,0,5009
0,1,1,17556661,0,23741,0,9,0,0,13,0,1,0,0,1,1,4730
0,1,1,16654157,48,3023,0,5,0,0,18,0,1,0,3,0,1,4222
0,1,1,18960034,1,4700,0,9,0,1,10,0,1,0,0,0,1,4848
0,1,1,31878438,208,1934,0,9,0,0,2,0,0,0,0,0,1,4461
0,1,1,32220354,0,4650,0,10,0,0,11,0,1,0,0,0,1,4602
0,1,1,44574862,28,43173,0,15,0,1,11,0,1,0,0,0,1,4561
0,1,1,17899770,1034,15712,0,7,0,0,8,0,1,0,0,0,1,4884
0,1,1,15720258,9,22,0,7,0,1,7,0,1,0,0,0,0,4925
0,1,1,19760881,655,13143,0,12,0,0,13,0,1,0,0,0,1,5247
0,1,1,14872459,582,18766,0,12,0,1,13,0,1,0,0,0,1,5143
0,1,1,17144714,796,45450,0,12,0,0,13,0,1,0,0,0,1,5281
0,1,1,19632229,236,2740,0,11,0,1,17,0,1,0,0,0,1,4558
0,1,1,16916509,18216,26691,0,11,0,1,11,0,1,0,0,0,0,4953
0,1,1,11974887,1430,8922,0,7,0,0,9,0,0,0,0,1,1,4856
0,0,1,19383988,0,23296,0,14,0,1,15,0,0,0,0,1,1,4336
0,1,1,32446002,109,9667,0,13,0,1,7,0,1,1,0,0,1,4494
0,1,1,12284078,208,11011,0,13,0,0,14,0,1,0,0,0,0,5047
0,1,1,20560362,2783,42745,0,9,0,1,10,0,1,0,0,0,1,5671
0,1,1,19793882,4295,30950,0,13,0,1,14,0,1,0,1,1,1,4881
0,1,1,20228276,432,7700,0,12,1,0,12,0,1,0,0,1,1,4894
0,1,1,21099111,144,6204,0,12,0,1,10,0,1,0,0,0,1,4932
0,1,1,10861725,2328,1965,0,11,0,1,12,0,1,1,0,0,1,3980
0,1,1,17215735,539,3348,0,11,0,1,12,0,1,3,0,1,1,4189
0,1,1,20606936,1485,24913,0,7,0,1,12,0,1,2,0,0,1,4911
0,1,1,14153577,479,7386,0,7,0,0,8,0,1,5,0,1,0,4953
0,0,1,15550034,696,52718,0,11,0,0,12,0,0,0,0,0,1,4863
0,1,1,40353913,964,14289,0,11,0,1,12,0,1,0,0,0,1,4288
0,1,1,14556226,1073,59895,0,13,0,1,15,0,1,0,0,0,0,4860
0,1,1,17274898,407,86842,0,13,0,1,14,0,1,0,0,0,1,5310
0,1,1,18381527,0,2136,0,8,0,0,12,0,0,0,0,0,1,4445
0,1,1,13924004,220,28935,0,10,0,0,11,0,1,0,0,0,1,4911
0,1,1,27325101,66,665,0,15,0,0,16,0,1,0,0,0,1,4660
0,1,1,10320614,185,2331,0,12,0,0,13,0,1,0,0,0,1,4239
0,1,1,25491822,119,3425,0,14,0,0,14,0,1,5,0,0,1,4707
0,1,1,32088774,87,6107,0,8,0,1,14,0,1,0,0,0,1,4622
0,1,1,27886621,534,22299,0,14,0,0,8,0,1,0,0,0,1,5023
0,1,1,13312816,549,12594,0,11,0,1,12,0,1,0,0,0,1,4881
0,1,1,20366915,758,3141,0,12,0,0,12,0,1,0,0,0,1,4322
0,0,1,15103951,109,1822,0,8,0,1,9,0,1,0,0,0,1,3889
0,1,1,9543752,74130,7206,0,14,0,0,16,0,1,0,0,0,1,4953
0,1,1,11164912,657,16857,0,12,0,0,13,0,1,0,0,1,1,5003
0,1,1,11538056,766,13030,0,6,0,1,6,0,1,0,0,0,0,4863
0,0,1,592,0,0,0,8,0,1,13,0,1,1,0,0,0,1577
0,0,1,6950,0,0,0,8,0,1,18,0,1,1,0,0,1,2104
0,1,1,11407817,317,22520,0,8,0,1,8,0,1,0,0,0,1,5062
0,1,1,15934670,875,10370,0,4,0,1,4,0,1,1,0,0,1,5072
0,1,1,15355464,248,36237,0,11,0,0,12,0,1,0,0,0,1,5644
0,0,1,76,6,1,0,15,0,0,13,0,1,0,0,0,1,3271
0,1,1,16136017,23,948,0,8,0,0,9,0,1,0,0,0,1,4854
0,1,1,20574876,513,72690,0,11,1,1,14,0,0,0,0,0,1,4275
0,1,1,12011212,536,6310,0,5,0,1,16,0,1,0,0,0,1,4891
0,1,1,45419017,27,41550,0,11,0,0,12,0,1,0,0,0,0,4924
0,1,1,11952324,614,15953,0,10,0,1,9,0,0,2,0,1,1,4572
0,1,1,15124521,1534,71978,0,12,0,0,13,0,1,0,9,0,1,4994
0,1,1,15962272,259,2406,0,6,0,1,10,0,1,0,0,1,0,4579
0,1,1,14134015,621,6342,0,9,0,0,10,0,1,0,0,0,0,4834
0,1,1,11654996,532,610,0,10,0,1,11,0,1,0,0,0,0,4426
0,1,1,16759986,390,26708,0,7,0,1,14,0,1,0,0,0,1,4257
0,1,1,19326879,49,7087,0,13,0,1,15,0,1,0,0,0,1,5136
0,1,1,15400151,149,5231,0,15,0,0,17,0,1,2,0,1,1,4543
0,1,1,9880586,1667,21873,0,15,0,1,16,0,1,0,0,0,1,4855
0,1,1,17264046,635,6843,0,6,0,1,14,0,1,0,0,0,1,4828
0,1,1,8225947,647,381,0,12,0,0,13,0,1,0,0,0,1,4802
0,1,1,24341248,3,6746,0,8,0,0,10,0,1,0,0,0,1,4996
0,1,1,8956271,69217,42620,0,12,0,1,13,0,1,0,0,0,1,4392
0,1,1,11797674,56,4091,0,15,0,0,16,0,1,0,0,0,1,4421
0,1,1,19035887,292,2925,0,15,0,0,15,0,1,0,0,0,0,4198
0,1,1,13630711,3380,14693,0,9,0,1,13,0,1,0,1,0,1,4953
0,1,1,8576510,109,10352,0,12,0,1,13,0,1,0,0,0,1,4705
0,1,1,8583522,1718,6662,0,11,0,0,12,0,1,0,0,0,1,4701
0,1,1,15841661,146,3166,0,11,0,1,10,0,1,0,0,0,1,4089
0,1,1,11379870,250,36105,0,13,0,0,14,0,1,0,0,0,1,5038
0,1,1,15939189,87,23265,0,12,1,0,14,0,1,0,1,0,1,4910
1,0,1,10,10,131,0,14,1,0,1,0,0,0,0,0,1,1672
0,1,1,9894065,770,8509,0,5,0,1,5,0,1,0,0,0,0,4930
0,0,1,6814779,1351,5782,0,5,0,1,5,0,1,0,0,0,1,5000
0,1,1,9907535,0,10151,0,11,0,0,14,0,1,0,0,0,1,4848
0,1,1,51727960,65,2716,0,8,0,1,11,0,1,0,0,0,1,4783
0,1,1,8058560,156,20958,0,7,0,1,8,0,1,0,0,0,1,4911
0,1,1,8546068,471,32222,0,11,0,0,12,0,1,0,0,0,0,4884
0,1,1,14831765,1447,53847,0,15,0,0,17,0,1,0,0,1,1,4960
0,1,1,38092044,81,4803,0,9,1,0,16,0,1,0,0,0,1,4553
0,1,1,9179401,4015,23861,0,10,0,1,11,0,1,0,0,0,0,5598
0,0,1,8116,3,20990,0,15,1,0,13,0,0,0,0,0,1,2949
0,1,1,12421313,447,2521,0,12,0,1,12,0,1,0,1,1,0,4552
0,1,1,13680759,521,833,0,14,0,1,15,0,1,0,0,0,1,5016
0,1,1,9795101,2393,24659,0,6,0,0,6,0,1,0,1,0,1,5659
0,1,1,11334674,811,7528,0,11,0,1,12,0,1,0,0,0,1,4250
0,1,1,9986996,414,5968,0,13,0,0,19,0,1,0,0,0,0,4420
0,1,1,12649623,37,11513,0,6,0,0,6,0,0,0,0,0,1,5042
0,1,1,10669828,1099,4924,0,8,0,1,17,0,1,2,0,0,1,4099
0,1,1,9942151,85,11464,0,8,0,0,16,0,1,0,0,0,0,4652
0,1,1,14185377,2189,21266,0,7,0,1,8,0,1,0,1,0,1,5054
0,1,1,12519936,27303,29444,0,4,0,1,19,0,0,0,0,0,1,4229
0,1,1,9958915,0,7585,0,10,0,0,11,0,1,0,0,0,1,5609
0,1,1,14882217,510,1906,0,10,0,0,11,0,1,1,0,0,0,3564
0,1,1,9931599,918,19304,0,11,0,0,11,0,0,0,0,0,1,4833
0,1,1,15547536,403,33783,0,14,0,0,17,0,1,0,0,0,1,4722
0,1,1,11462496,2382,25366,0,11,0,1,12,0,1,0,0,0,1,4814
0,1,1,7677085,307,7180,0,13,0,0,14,0,1,0,0,0,0,5611
0,1,1,9313843,201,1082,0,15,1,1,16,0,1,0,0,0,1,4304
0,1,1,13191926,958,20456,0,12,0,0,13,0,1,0,0,0,0,4851
0,1,1,6749866,68046,34146,0,11,0,1,12,0,1,1,0,0,1,4752
0,1,1,9820930,317,12131,0,9,0,1,10,0,1,0,1,0,0,4954
0,0,1,8894687,359,24232,0,10,0,1,11,0,1,0,0,0,1,4989
0,1,1,8694770,201,2426,0,11,1,1,10,0,1,0,0,1,1,4089
0,1,1,19034697,142,1715,0,12,0,1,11,0,1,2,0,0,1,3715
0,1,1,13988455,463685,7320,0,8,0,1,9,0,1,0,2,0,1,4536
0,1,1,11568052,777,10572,0,13,0,1,14,0,1,0,0,0,1,4867
0,1,1,14337487,411,2869,0,7,0,1,7,0,1,0,0,0,1,5014
0,1,1,15777491,397,65362,0,8,0,0,6,0,1,1,3,1,1,4203
0,1,1,6943551,11445,7053,0,15,0,1,16,0,1,0,0,0,1,4947
0,1,1,13774289,1542,16764,0,10,0,0,11,0,1,1,1,1,1,5042
0,1,1,6818730,907,17914,0,11,0,1,19,0,1,3,2,0,1,4631
0,0,1,12917401,9,46586,0,13,1,0,20,1,0,0,0,0,1,4758
0,1,1,8858815,546,2812,0,11,0,1,11,0,1,5,2,0,1,3963
0,1,1,6455844,9557,6497,0,9,0,1,10,0,1,0,0,0,1,4361
0,1,1,6212232,300,2918,0,14,0,1,15,0,1,1,0,0,1,4931
0,1,1,15503204,160,25735,0,10,0,1,11,0,1,0,0,0,0,3913
0,1,1,7499672,304,3894,0,14,0,1,14,0,1,0,0,0,1,4266
0,1,1,9266028,435,59186,0,14,0,0,16,0,1,1,0,0,1,4840
0,1,1,11796225,26531,34907,0,9,0,1,10,0,1,0,0,0,1,4030
0,1,1,9281751,398,3439,0,14,0,0,15,0,1,0,1,0,1,4884
0,1,1,12132976,1814,20430,0,15,0,1,15,0,1,0,0,0,1,4928
0,1,1,15489331,97,7976,0,12,0,0,13,0,1,0,0,0,1,4834
0,1,1,4881928,4070,12017,0,4,0,1,6,0,1,0,0,0,1,4966
0,1,1,6136896,20,3014,0,13,0,1,18,0,1,0,0,0,1,4154
0,1,1,5947475,423,36400,0,6,0,0,14,0,1,0,0,0,1,4936
0,1,1,10276653,316,77733,0,13,0,0,15,0,0,0,0,0,0,3692
0,1,1,12786714,511,12398,0,11,0,0,12,0,1,1,0,1,1,4818
0,1,1,8083781,803,6426,0,15,0,1,13,0,1,0,0,1,1,4853
0,1,1,5728314,655,4388,0,14,0,1,15,0,0,0,0,0,0,4799
0,1,1,5586190,1,16235,0,9,0,0,9,0,1,0,0,0,1,5022
0,0,1,8384976,0,13307,0,14,0,1,1,0,0,0,0,0,0,3995
0,1,1,6448890,7230,16845,0,12,0,1,5,0,1,0,1,0,1,4943
0,1,1,11849769,3017,242,0,12,0,1,13,0,1,0,0,0,0,5024
0,1,1,12652777,978,26576,0,14,0,0,15,0,1,1,0,0,0,5535
0,1,1,11790901,59,12329,0,5,0,0,5,0,1,2,1,1,1,4935
0,1,1,8734918,397,965,0,15,0,1,12,0,1,0,0,1,1,5256
0,1,1,9416425,439,8588,0,11,0,1,12,0,1,0,0,0,1,4534
0,1,1,6958497,1706,14479,0,12,0,1,17,0,1,0,0,0,1,4926
0,1,1,6726792,571,20801,0,12,0,1,13,0,0,0,0,0,0,4998
0,1,1,11528064,724,22527,0,9,0,0,13,0,1,1,0,0,1,4498
0,1,1,7833598,488,7857,0,15,0,1,16,0,1,0,0,0,1,4883
0,1,1,10193003,18627,9494,0,8,0,1,13,0,1,0,0,0,1,3993
1,0,1,13,1,0,0,14,0,0,13,0,0,0,0,0,1,3843
0,1,1,9899263,318,18384,0,14,0,0,15,0,1,0,0,0,1,5219
0,1,1,9221421,1346,14510,0,12,0,1,13,0,1,0,0,0,1,4918
0,1,1,12614839,399,9421,0,12,0,1,13,0,1,2,0,0,1,4676
0,1,1,5565653,34016,230,0,15,0,0,16,0,1,0,0,0,1,5197
0,1,1,15036634,788,20909,0,13,1,0,13,0,1,0,0,0,1,4579
0,1,1,6492454,6986,77161,0,11,0,0,18,0,1,0,0,0,1,4860
0,1,1,7291997,287,7321,0,10,0,0,16,0,1,0,1,0,1,4988
0,1,1,7631216,65,1648,0,14,0,1,16,0,1,0,0,0,1,4650
0,1,1,9214074,720,19715,0,3,0,1,4,0,1,1,1,0,1,4607
0,1,1,5504768,545,364667,0,11,0,1,12,0,1,1,0,1,1,5007
0,1,1,6363231,7025,23537,0,12,0,1,13,0,1,0,0,0,1,5105
0,1,1,9296262,930,5081,0,13,0,1,8,0,1,0,0,0,1,4931
0,1,1,10473983,34,4937,0,14,1,1,16,0,1,0,0,0,1,5068
0,1,1,21665392,223,5614,0,7,0,0,10,0,1,0,0,0,1,4426
0,1,1,14786407,498,24553,0,11,0,0,18,0,0,0,0,0,1,4417
0,1,1,21279773,1676,58293,0,7,0,1,7,0,1,0,0,0,1,4503
0,1,1,7181000,895,33535,0,10,0,1,11,0,1,1,0,0,1,4753
0,1,1,7112566,730,10113,0,14,0,0,15,0,1,0,0,0,1,4829
0,1,1,12644826,294,14378,0,10,0,1,11,0,1,0,0,0,0,4960
0,1,1,11823029,854,7994,0,11,0,0,12,0,1,0,0,0,1,4947
0,1,1,15016516,28,4227,0,15,0,1,12,0,1,0,0,0,0,4943
0,1,1,11786324,3777,14747,0,11,0,0,14,0,1,0,0,0,1,4826
0,1,1,7605321,1491,10681,0,10,0,1,11,0,1,0,0,0,1,4504
0,1,1,7311984,1346,22601,0,14,0,1,15,0,1,0,0,1,1,4657
0,1,1,23309306,118,4707,0,13,0,1,14,0,1,0,0,0,1,4840
0,1,1,7213144,1329,1712,0,13,0,0,17,0,1,0,0,0,0,4939
0,1,1,6163437,1,1882,0,4,0,1,4,0,1,0,0,0,1,4950
0,1,1,5226923,61,4785,0,10,1,0,10,0,1,0,0,1,0,5014
0,1,1,7008761,147,7476,0,10,0,0,11,0,1,0,0,0,1,4775
0,1,1,7502201,1599,32103,0,12,0,1,13,0,1,3,0,0,1,5108
0,1,1,19739221,731,4372,0,11,0,1,12,0,1,0,0,0,0,4511
0,1,1,5463083,2294,11193,0,12,0,0,14,0,1,1,0,1,0,4889
0,0,1,444,1,552,0,13,0,1,14,0,1,0,0,0,1,148
0,1,1,8082569,377,1839,0,10,0,1,17,0,1,0,0,0,1,4139
0,1,1,12505632,169,16618,0,13,1,0,13,0,1,0,0,0,1,4874
0,1,1,7027154,14281,15161,0,9,0,1,10,0,1,0,0,0,0,3993
0,1,1,8829750,476,2624,0,5,1,1,29,0,1,1,0,0,1,3757
0,1,1,13968159,1039,15472,0,10,1,0,12,0,1,0,0,0,1,4814
0,1,1,4814647,2139,24120,0,12,1,0,8,0,1,0,0,0,1,4932
0,1,1,7765640,623,13231,0,14,0,0,15,0,1,1,0,0,0,4997
0,1,1,6985997,165,2422,0,10,0,0,10,0,0,0,0,0,1,4459
0,1,1,6670691,23,2798,0,11,0,1,12,0,1,0,0,1,1,4659
0,1,1,5607214,937,7381,0,14,0,1,6,0,1,0,0,0,1,4232
0,1,1,17328302,116,1736,0,11,0,1,11,0,1,2,0,0,1,4351
0,1,1,14625795,237,8994,0,15,0,1,16,0,1,1,0,0,1,4918
0,1,1,18015592,5,927,0,14,0,1,16,0,1,0,0,0,1,4861
0,1,1,6442611,223,382,0,9,1,1,15,0,1,0,0,0,1,4372
0,1,1,6770152,425,5000,0,9,0,0,10,0,1,0,0,1,1,5093
0,1,1,6956646,49989,10860,0,9,0,1,10,0,1,0,0,0,1,4860
0,1,1,12265141,511,4132,0,13,0,0,14,0,1,1,0,0,1,4960
0,1,1,10718820,373,14704,0,14,0,0,15,0,1,0,0,0,1,4945
0,1,1,6285998,1799,29750,0,9,0,1,9,0,1,0,0,0,0,4898
0,1,1,7819671,13210,5969,0,10,0,0,11,0,1,0,0,0,0,4828
0,1,1,9391856,2069,103715,0,11,0,1,20,0,1,5,2,0,1,4791
0,1,1,7920338,199,7972,0,14,0,1,15,0,1,0,0,0,1,3857
0,1,1,6161869,290,26712,0,9,0,0,12,0,1,0,0,0,1,4880
0,1,1,6582315,47,44967,0,9,0,1,17,0,0,0,0,0,1,4208
0,1,1,6633364,128,4591,0,14,0,1,15,0,1,0,0,0,1,4211
0,1,1,9910660,12,21834,0,15,0,1,18,0,1,0,0,0,1,4591
0,1,1,10872293,2537,13901,0,8,0,1,12,0,1,1,0,0,1,4345
0,1,1,10094266,14036,12809,0,11,0,1,16,0,0,0,0,0,1,3993
0,1,1,6311485,672,18570,0,13,0,0,14,0,1,0,0,0,1,4987
0,1,1,14711907,519,1475,0,13,0,0,14,0,1,1,0,0,0,3990
0,1,1,8038624,1925,434856,0,11,0,0,20,0,1,0,4,1,1,4288
0,1,1,12214589,432,38884,0,12,0,0,10,0,1,2,0,0,1,4791
0,1,1,9334031,435,27076,0,9,0,0,14,0,1,0,0,0,1,4810
0,1,1,20097902,214,42080,0,11,0,1,11,0,1,1,0,0,1,4764
0,1,1,22182782,17,2051,0,13,0,1,14,0,1,0,1,0,1,3985
0,1,1,6220931,318,7149,0,10,0,0,13,0,1,0,0,1,1,4840
0,1,1,6216657,743,9584,0,9,0,0,17,0,1,0,0,0,1,4805
0,1,1,4421620,342,5504,0,8,0,0,10,0,1,0,0,0,1,5003
0,1,1,10483483,568,6621,0,12,0,0,6,0,1,0,0,0,1,4389
0,1,1,9090393,862,3887,0,14,0,1,17,0,1,0,0,0,0,4765
0,1,1,5011974,340,10961,0,13,0,1,18,0,1,0,0,0,1,4954
0,1,1,4643920,42011,4440,0,3,0,0,15,0,1,2,0,1,1,5567
0,1,1,6961415,5438,6502,0,12,0,0,13,0,0,0,0,0,1,4225
0,0,1,4987391,53,61370,0,15,0,1,15,0,1,0,0,0,1,4242
0,1,1,11044467,14,19760,0,9,0,0,10,0,1,0,0,1,1,4798
0,1,1,11419667,1494,17361,0,8,0,1,8,0,1,1,1,0,1,4987
0,1,1,6854257,824,16048,0,9,0,0,9,0,0,0,0,0,1,5076
0,1,1,6507607,1668,14359,0,7,0,1,8,0,1,1,0,0,1,4940
0,1,1,6031348,105,7803,0,10,0,0,16,0,1,0,0,0,1,4901
0,1,1,5441641,1155,28399,0,4,0,1,8,0,1,0,0,0,1,4881
0,1,1,4668489,5795,30562,0,10,0,1,11,0,1,0,0,0,1,5002
0,0,1,1011,8,104,0,7,0,0,19,0,0,0,0,0,0,2618
0,1,1,5970951,104,5643,0,9,0,1,10,0,1,0,0,0,1,4851
0,1,1,6799901,248,6194,0,14,0,0,15,0,1,0,0,1,1,4916
0,1,1,1125036,120,526,0,10,0,1,12,0,1,3,0,0,1,4988
0,1,1,6232496,994,32721,0,9,0,1,10,0,1,0,0,0,0,4145
0,0,1,5781335,142,9744,0,11,0,0,19,0,0,0,0,0,1,4888
0,1,1,6783139,419,91309,0,11,0,1,12,0,1,0,0,1,1,4512
0,1,1,7421808,953,42733,0,13,0,1,16,0,1,0,0,0,1,4809
0,1,1,11518094,918,20983,0,11,0,0,12,0,1,0,0,0,1,4960
0,0,1,287,0,1,0,15,0,0,15,0,1,0,0,0,1,584
0,1,1,7902573,1244,206,0,9,0,1,3,0,1,0,0,0,0,4964
0,1,1,14177606,261,2778,0,7,1,1,12,0,1,3,0,0,1,4226
0,1,1,8027057,631,3132,0,9,0,0,16,0,1,2,0,1,0,4538
0,1,1,6662416,31,1366,0,10,0,1,11,0,1,0,0,0,0,4922
0,1,1,5897096,413,6859,0,9,0,1,10,0,1,0,0,0,1,4497
0,1,1,4780763,1701,3199,0,12,0,1,13,0,1,0,1,1,1,4964
0,1,1,5185523,1735,9931,0,10,0,0,11,0,0,0,1,0,1,4652
1,0,1,1,1,0,0,9,0,1,10,0,1,0,0,0,1,85
0,1,1,9678328,808,15186,0,10,0,1,5,0,1,0,0,0,0,4918
0,1,1,5839580,124,6511,0,10,0,0,11,0,1,0,0,0,1,5006
0,1,1,4518021,153,4421,0,10,0,1,11,0,1,0,0,0,1,4381
0,1,1,20584507,1693,7692,0,7,0,1,14,0,1,2,0,0,1,4597
0,1,1,12103130,27,180,0,10,0,1,13,0,1,0,0,0,1,4204
0,1,1,7774771,285,21868,0,15,0,0,4,0,0,0,0,0,0,4618
